2025-10-15T02:46:02.554654Z,high_freq_entropy,84,70.20198,loop,False,auto-logged from signal loop
2025-10-15T02:46:03.710047Z,volume_spike,19.6309,70.28927,loop,False,auto-logged from signal loop
2025-10-15T02:46:03.837219Z,high_freq_entropy,55,70.28927,loop,False,auto-logged from signal loop
2025-10-15T02:46:05.001540Z,volume_spike,17.8035,31.94105,loop,False,auto-logged from signal loop
2025-10-15T02:46:05.118702Z,high_freq_entropy,53,31.94105,loop,False,auto-logged from signal loop
2025-10-15T02:46:06.248744Z,volume_spike,84.2429,25.27287,loop,False,auto-logged from signal loop
2025-10-15T02:46:06.366924Z,high_freq_entropy,1,25.27287,loop,False,auto-logged from signal loop
2025-10-15T02:46:07.495845Z,volume_spike,82.7574,33.22722,loop,False,auto-logged from signal loop
2025-10-15T02:46:07.663838Z,high_freq_entropy,29,33.22722,loop,False,auto-logged from signal loop
2025-10-15T02:46:08.782697Z,volume_spike,70.9705,41.59115,loop,False,auto-logged from signal loop
2025-10-15T02:46:08.911168Z,high_freq_entropy,93,41.59115,loop,False,auto-logged from signal loop
2025-10-15T02:46:10.038435Z,volume_spike,70.8053,62.54159,loop,False,auto-logged from signal loop
2025-10-15T02:46:10.169703Z,high_freq_entropy,67,62.54159,loop,False,auto-logged from signal loop
2025-10-15T02:46:11.297620Z,volume_spike,15.6184,34.78552,loop,False,auto-logged from signal loop
2025-10-15T02:46:11.426190Z,high_freq_entropy,2,34.78552,loop,False,auto-logged from signal loop
2025-10-15T02:46:12.555054Z,volume_spike,81.3665,72.00995,loop,False,auto-logged from signal loop
2025-10-15T02:46:12.699948Z,high_freq_entropy,27,72.00995,loop,False,auto-logged from signal loop
2025-10-15T02:46:13.824550Z,volume_spike,74.3247,48.89741,loop,False,auto-logged from signal loop
2025-10-15T02:46:13.990948Z,high_freq_entropy,70,48.89741,loop,False,auto-logged from signal loop
2025-10-15T02:46:15.125199Z,volume_spike,87.2998,70.28994,loop,False,auto-logged from signal loop
2025-10-15T02:46:15.279480Z,high_freq_entropy,52,70.28994,loop,False,auto-logged from signal loop
2025-10-15T02:46:16.398754Z,volume_spike,72.7486,61.72458,loop,False,auto-logged from signal loop
2025-10-15T02:46:16.550872Z,high_freq_entropy,74,61.72458,loop,False,auto-logged from signal loop
2025-10-15T02:46:17.712684Z,volume_spike,38.01,39.403,loop,False,auto-logged from signal loop
2025-10-15T02:46:17.872581Z,high_freq_entropy,11,39.403,loop,False,auto-logged from signal loop
2025-10-15T02:46:19.023553Z,volume_spike,4.5042,55.25126,loop,False,auto-logged from signal loop
2025-10-15T02:46:19.190514Z,high_freq_entropy,74,55.25126,loop,False,auto-logged from signal loop
2025-10-15T02:46:20.352830Z,volume_spike,43.0534,23.41602,loop,False,auto-logged from signal loop
2025-10-15T02:46:20.513552Z,high_freq_entropy,55,23.41602,loop,False,auto-logged from signal loop
2025-10-15T02:46:21.644033Z,volume_spike,59.8542,32.65626,loop,False,auto-logged from signal loop
2025-10-15T02:46:21.795813Z,high_freq_entropy,7,32.65626,loop,False,auto-logged from signal loop
2025-10-15T02:46:22.926576Z,volume_spike,65.279,45.4837,loop,False,auto-logged from signal loop
2025-10-15T02:46:23.053261Z,high_freq_entropy,69,45.4837,loop,False,auto-logged from signal loop
2025-10-15T02:46:24.172798Z,volume_spike,56.2388,51.87164,loop,False,auto-logged from signal loop
2025-10-15T02:46:24.301401Z,high_freq_entropy,59,51.87164,loop,False,auto-logged from signal loop
